"LOCATION","Country","TRANSACT","Transaction","SECTOR","Sector","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,438364,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,463042,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,499125,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,536684,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,577213,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,615840,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,633540,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,605346,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,618755,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,618865,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,611349,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,598482,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,391196,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,429387,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,460021,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,488315,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,524353,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,557354,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,591488,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,625742,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,650741,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,686073,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,698869,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,688395,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,694224,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,670546,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,664372,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,354683,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,385790,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,414178,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,438364,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,463042,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,499125,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,536684,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,577213,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,615840,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,633540,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,605346,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,618755,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,618865,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,611349,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,598482,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1995","1995","SEK","Swedish Krona","6","Millions",,,871244,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1996","1996","SEK","Swedish Krona","6","Millions",,,894351,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1997","1997","SEK","Swedish Krona","6","Millions",,,932281,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1998","1998","SEK","Swedish Krona","6","Millions",,,967349,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1999","1999","SEK","Swedish Krona","6","Millions",,,1023420,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2000","2000","SEK","Swedish Krona","6","Millions",,,1079519,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2001","2001","SEK","Swedish Krona","6","Millions",,,1109715,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2002","2002","SEK","Swedish Krona","6","Millions",,,1154281,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2003","2003","SEK","Swedish Krona","6","Millions",,,1199281,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2004","2004","SEK","Swedish Krona","6","Millions",,,1242785,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2005","2005","SEK","Swedish Krona","6","Millions",,,1290764,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2006","2006","SEK","Swedish Krona","6","Millions",,,1341788,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2007","2007","SEK","Swedish Krona","6","Millions",,,1414751,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2008","2008","SEK","Swedish Krona","6","Millions",,,1461553,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2009","2009","SEK","Swedish Krona","6","Millions",,,1499808,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2010","2010","SEK","Swedish Krona","6","Millions",,,1583426,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2011","2011","SEK","Swedish Krona","6","Millions",,,1640068,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2012","2012","SEK","Swedish Krona","6","Millions",,,1660763,,
"SWE","Sweden","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2013","2013","SEK","Swedish Krona","6","Millions",,,1703908,,
"SWE","Sweden","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1995","1995","SEK","Swedish Krona","6","Millions",,,921325,,
"SWE","Sweden","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1996","1996","SEK","Swedish Krona","6","Millions",,,927334,,
"SWE","Sweden","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1997","1997","SEK","Swedish Krona","6","Millions",,,932288,,
"SWE","Sweden","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1998","1998","SEK","Swedish Krona","6","Millions",,,957621,,
